text,label
"Bro USER, ente sebut 'Kitab Suci' fiksi berarti semua agama bkn dari wahyu. Pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama, konstitusi dan norma agama, ente ini penista semua agama yg paling kotor! #AtheisDete",1
"USER USER USER USER Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul, ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab, ane sodorin arab bani saud yg pro israel eh ente pura2",1
"USER KUNYUK NYA MASIH GAK BERANI PULANG... CECUNGUK2NYA PUN SETIA MENUNGGU... HAHAHAHA, ASLI NGAKAK'",1
RT USER Semua udah terang benderang. asal polisi mau usut tuntas sebelum dilantik. Kalau pemilihan kepala daerah terkait asma saracen KaPolri KaPolri,1
USER nunggu hoshi ndak sipit dan nunggu woozi lebih tinggi dari mingyu kayanya',0
"USER USER Coba kalian perhatikan dipersidangan teroris ada nggak alqur'an menjadi BB nggak pernah ada selama ini dasar zonk sontoloyo""",1
USER Kalo di pekalongan bongkrek dari ampas tahu\xf0\x9f\x98\x81',0
USER USER USER USER USER cebong doang yg tukang ngamuk..',1
"Kalau aparat itu dibayar dg uang rakyat dan kerja utk rakyat; kalau KEPARAT dibayar dg uang rakyat, kerjanya NGEBACOT provokasi rakyat.'",1
USER Jenggot bajingan!',1
lesbi celaka........ URL,0
"USER Gue masih ga ngerti sama pola pikir orang tua yang nyuruh anaknya buat ngejauhin temennya yang autis, bener-bener itu manusia apa bukan sih kok jahat banget. Malah banyak dari mereka yang mempunyai kelebihan seperti itu, jauh lebih pintar.'",0
sumpah anjir kesel bat gwa yaallahh',0
eh lebih shock lagi sama indo inggris edan!!! indonesianya kentel gw',0
"14. Kedua : kenyataan yang lebih mengerikan, sejak lama pemerintah dengan dalih investasi telah menjual sumur-sumur yang menghasilkan bahan mentah untuk BBM (bahan bakar minyak) ini kepada asing aseng. #BBMhakRAKYAT #BBMmilikRAKYAT'",0
"Azan di TV tak layak tonton, menyerukan nyembah2 Allah SWT dungu & biadab, smua acara Islam tak layak tonton, MENIPU",1
"USER pemimpin yang tegas itu ya kayak gini.. bukan sok sokan bacot doang atau belagak bego, plonga plongo ga jelas'",1
"RT USER: #BumdesMendunia Kementerian Desa, PDT dan Transmigrasi mendorong percepatan pembangunan desa di Indonesia. Saat ini juml\xe2\x80\xa6'",0
USER Rezim sekarang lebih istimewa..?? mungkin mereka melihatnya dari bawah tanah... semakin hancur itu baru benar',1
Sukanya melihat pergaduhan2 antara sesama agama disebabkan politik dengan racist negeri ni ð???,0
RT USER: USER Terus PM malaysia itu nyindir jokowi lalu diartikan nyerang jokowi? Hehehe,1
"RT USER: Siapapun yg mengelola perkara sistem tiket masuk ke Bromo,Tengger,Semeru ini emang biadab, idiot, pantek, jembat'",1
RT USER: Naib presiden PPBM â??Kantoikanâ?? DAP terima tajaan negara asing patutlah DAP paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk parti kantoi; #TolakPakatan; #TolakDap; #JomBN; #BersamaBN; #HebatkanNegaraku,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari',1
"USER Insyaalloh....diindonesia nantinya setelah ganti presiden, rakyat negri ini juga akan bahu membahu menyelesaikan masalah2nya.'",0
#Viral &gt; Kota Bekasi Raih Kota Sehat Swasti Saba Wiwerda 2017 sebagai Kota Terapkan Budayaâ?¦,0
"Ki gila P: Saya Titisan JAYABAYA, RI hrs kembali ke UUD45! USIR CINA USER USER USER USER",1
PENGOBATAN MONYET KEDIH URL,0
"kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris, ahok kafir biadab",1
"USER Biadab uus, sini keparat saya tunggu dimonas! Jangan cuman koar koar hidup lu anjing!'",1
USER USER Wakil rakyat cocot tok... Ngomong apa berak',1
Kritik Prabowo pada pemerintahan Jokowi itu tak produktif lebih banyak blunder dan tak mendapat simpati dukungan.,1
.; H. Imam Munandar (Gubernur Riau periode 1980-1985 dan 1985-1990) memperoleh gelar Datuk Sriâ?¦,0
Terkait dengan misi ini kita tinggal melihat bagaimana kelompok Tokyo dan washington akan mengeksekusi indonesia lewat politik mulai 2018 ini? Seberapa kuat ' geng China komunis' mewarnai kebijakan rezim PDIP - JKW yg diprakirakan oleh pasar akan tumbang,0
USER Politisi Songong !!!; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPre,1
RT USER Yang membuat kami rugi bukan jonru mas tapi jokowi emang utang hampir 4000T buat rakyat..? Garam naik 400% situ ga tau..,1
Presiden USER bersama ulama - Siapapun yg dipilih rakyat itulah kehendak Allah SWT. Negara Indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi. ; ; #JokowiBersamaUlama; #KitabSuciBukanFiksi,0
"Rakyak dukung USER usut tuntas kasus anies bwsdn & sandiaga uno jg anggota dpr,mpr,dprd & para penguasa elit politik yang telibat korupsi",1
Memek di gilir anak nct asik kali ya nghh',0
wkwkwk asu',0
"Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018; Dw",0
USER Tai kuda diem aja ok.',0
USER USER Iya jg sih.. Yg bilang banyak aseng &amp; ga jg anggota dpr.. Trus bgmn donk..',0
"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",1
"USER Aku pacaran gapernah sama yg se agama malah sama yg muslim, hindu, budha \xf0\x9f\x98\x82 lucu yaa'",0
USER USER KO GUA KAMPRET',0
"Gua heran ama USER; Dan sebagian warga dki.. ; ; Pilkada ribut dengan mayat.. ; Jadi gubernur ribut sama mayat.. ; ; Lama"" nyalahin Allah yg nentuin takdir.. ; TOLOL kok d isi ulang??; ;",1
"USER Parahnya Lagi TK Aseng/Asing ampe 10jt yg mau di Nusantara kan Pak,... \xf0\x9f\x98\xac'",0
USER INI BUKTI NYATA BUKAN EDITAN.MEREKA TEAM HOAX PEMENANGAN ANIES SANDI. URL,1
"USER itu nama lain ""panastak ama panasbung"" XP'",0
USER Sesama bani bahlul mrmang ngumpulnya sama\xf0\x9f\x98\x82 #pekok',1
gw suka kontol lo beb :*',0
USER USER USER USER Sarap ni orang',1
USER papah matamu picek',1
KY Tdk berfungsi makan gaji buta habisin APBN Hakim nakal merajalela BUBARKAN USER USER USER URL,1
USER USER JABLAY. pacar gua balikin dulu bangsat. gua mau belajar gak jadi jadi \xf0\x9f\x98\xad',1
RT USER: Part2. Bo\xe2\x80\x99ol Bottom bertato y msih sempit.. Kontol gw smpe kena taik Lagi \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc mantappppppppp URL,0
"Kalo emg bener caitlyn jenner pacaran sm perempuan jg, ngapain dia jd transgender ya?'",0
"USER USER Indonesia ini kan paling anti kalo ungkit2 pki tu kan masa, begitupun jga cari presiden janga ada kaitan buruk di masa dari masa lalu! #hanyaitusajasimpel #indonesiabangkit2019'",0
RT USER Pribumi harus tolak etnis cina jadi pemimpin di indonesia jgn di adu dgn pancasila atau bhineka..,1
USER Gajian mesti kntl',0
USER Kenapa? Terguncang ente mendengarnya pak?? Makanya para ulama zaman dahulu berusaha menghindari orang orang seperti ini.. Karena hati kita ini ditangan Allah takutnya ada suatu masa kita terperosok ikut ideologi dia,0
JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1
"USER ini setan muncul dimana"" heran'",0
USER eh tapi aku gatau nasabah itu nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing :(',0
"""Kalau kita tak faham hari ini, kita faham bahawa betapa tingginya ilmu ulama' dulu sampaikan kita pun tak faham.""; ; - TG Ahmad Ridauddin",0
"USER USER USER USER USER 1. Heran sama orang2 ini. Ketika kata aulyaa dlm al maidah 51 banyak ulama yang mengatakan itu artinya pemimpin, mereka kekeh bilang bahwa itu tidak diartikan pemimpin. padahal itu adalah kata2",1
"USER Gua benci ama lu base, Benciiiiiiiii bgt. gua benci benci benciii Bangke babi beruk onta anjing anoa tai ledig ayam kadal kutil kuda!!!!!!'",1
USER USER Tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom lagi dulu2 bepe sm diego michel (pbfc) tolol lu',1
"Kangmas mbakyu... suka naik onta apa kapal alesane opo jal.... #Mbah sempreng. Siap Baca Sms di 0817 951 1112 , yang mau jowal jawil Ojo Lali...kirim salam dan request lagu diberi #palapafm.. ditunggu'",0
USER USER USER USER Titip bogem aja vroh ... Dibiarin ngelunjak tuh kunyuk',1
Demo ttg rohingyang hampir diseluruh negara kok dtuduh mw tumbangkan jkw emg warga rusia kenal jokowi yah pak,1
"Bangsat, Rocky Gerung Pendukung 212 Sebut Kitab Suci Itu Fiksi, Al-Quran Fiksi? Laknat Kau!",1
"USER ISLAM pake huruf gede semua. Wow. Tenang kami tidak buta mata, tidak buta hati dan tidak hilang nurani. Kau boleh memilih semaumu. Jadi aku pun boleh memilih semauku. Adilkan? Kecuali kau tidak mengerti makna keadilan.'",0
Bgst acc abis ke lock tai',0
"USER Kapir asli bisanya cuma menang busa di mulut, di alam nyata cuma jadi pecundang....oh pemuja Wowo'",1
"USER Indeks FTSE-100 Berakhir Naik 0,39% Saham-saham Inggris berakhir menguat pada pe",0
Viralkan,0
RT USER: SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',0
"USER USER USER USER USER USER Ooo baru tau sy... berarti ada kristen nusantara, konghucu nusantara, buddha nusantara ya mas? Hindu nusantara jg ada ya? Hindu bali sih yg sering sy dengar... Islam bali ada ga? I",0
"Miras Oplosan, Pelarian Warga Akibat Masalah Ekonomi",0
"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",0
"survey 'dimanakah gereja katolik terdekat dari desa gw?' ini gw lakukan tdk lama setelah tahu gw ditempatin di desa mana, which is 2 bulan lalu. 2 bulan setelahnya, which is hari ini, 2 temen gue itu akhirnya presentasi kondisi desa yg mereka liat kmrn""",0
HEH SINTING YA LU URL,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Abg adik dgn Yahudi tuhh.',0
USER USER USER Bro..nanti dia didukung pekaos lagi sama partai bani onta kabur dan partai khilaf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1
"USER Mungkin yang teriak-teriak itu belum baca buku karya Samuel Tumanggor, seorang mantan aktivis Gerakan Mahasiswa Kristen Indonesia. Pada halaman awal saja beliau sudah menulis: sebelum kita menjadi Kristen, kita sudah terlebih dahulu menjadi w",0
Rizal Ramli: Mayoritas Masyarakat Tak Mau Beri Kesempatan Kedua Untuk Jokowi #KlikRMOL #capresrakyat,0
USER \xe2\x80\x9clagi ngetren di Thailand. Cebong mana ngerti!\xe2\x80\x9d sotoy banget nih lumpur idup',1
"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. ""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",0
OpRohingya Kristen membunuh di Afghanistan Yahudi membunuh di Palestina Islam membunuh dimana? Malah dicap teroris. Mikir,1
sadar gak se lepas sepatu tp masi kaos kaki iku bau banget woiii yaampun kyk ambu silit',0
SaveRohingya FUCK KAFIR TERORIS BUDHA,1
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0
"USER Limbat bloon, ya Allah. :)'",1
USER USER USER cacat bgt ican goblok',1
"Kalau bukan negara beragama.ya hapus sila pertama pancasila.memangnya kristen,budha,hindu,Islam dan lain-lain...",0
USER USER USER Siapa komunis nya??',0
USER USER Politik luar yah bgtu om asal mau berkhianat dan menguntungkan asing ya jngnkan pernghargaan .jabatan super aja bisa ksh oleh aseng',0
"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0
RT USER: Sebar Hoax Pembangunan Era Jokowi,1
USER Burung onta tinggal di mars? :o Itu makan telur burung unta shshhs',0
10 orang terkaya indo. 1 sampai 5 bukan orang indonesia . tapi orang cina . ngerih kalo indonesia kaya singapur nanti yang pribumi di usir,1
"Semangat Terus Pak USER. ; Kantor Staf Presiden Harus Terdepan Publikasikan Semua Kegiatan Presiden Supaya Rakyat Tau Bahwa Presiden Kerja Keras Membangun Bangsa ini, kerja.. kerja.. kerja; USER USER; USER USER",0
"Tadi beli, dapet B semua. Udah firasat hoki, taunya rank turun. Kampret. URL",0
Prabowo: Mau Bantu Rohingya? RI Harus Disegani URL URL,1
USER Apabila pembeli menemukan barang yang dibeli di gerai Hauz tidak sesuai atau cacat saat pembelian maka Hauz menjamin pengembalian barang dengan harga yang sama selama 7 hari (Syarat dan ketentuan berlaku) #HauzMiniQuiz #HauzID Yuk kawan ikuta,0
"HEY PRIA.. janganlah jadi Bencong ideologi ! Kiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC di kasi izin nya.. sementara ada mantan atlit sampe sakit keras harus hidup di tenda.. korban kebijakan radikal ridwan kamil.. jd kau itu jgn kaya bencong , bicara Ekonomi URL",0
ARTINYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia,1
USER USER USER USER Matamu picek',1
RT USER: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1
"Sehingga catatan itu yang kami buka kembali. Tidak boleh dilupakan pengalaman Pilkada DKI Jakarta 2017, USER dan USER yang diusung Partai Gerindra dan USER berhasil menumbangkan petahana yang diusung oleh koalisi besar yang dimotori",0
"Kalo gak jd Presiden, tlg serahkan sj daftarnya Pak! Yg terpenting 100 org tsb dibikin merana! USER USER #2019GantiPresiden",1
"LGBT TIDAK HARUS DIDISKRIMINASI DI TEMPAT KERJA \xe2\x80\x93 MUJAHID Golongan LGBT (lesbian, gay, biseksual dan transgender) di Malaysia berhak menikmati hak yang sama sebagai warga negara ini dan... URL",0
KRISTEN membunuh di Afghanistan.,1
RT USER: RT USER: RT USER: RT USER: RT USER: Mantab gubernur pilihan kalian brð???ð??? ; USER; USER; USER; USER; USER; pdhal kebersihan itu sebagian dr iman. Jd ragu dgn imanx Anies and sandi,0
Ayo lengserkan jokowi aja ... DPR MPR pada Nyari Aman... Rakyat Cuman Dikadalin doang,1
USER Ente bajingan rampok negara',1
"USER Grgr pake kacamata krn gue kalo liat temen pake kacamata, mata nya keliatan besar dan kalo copot kacamata jd lebih sipit...'",0
Teroris Budha juga merendahkan Al-Quran!,1
USER USER Melina berarti pernah maen sitip mah',0
USER Ahahahaha \xf0\x9f\x98\x82 buaya darat apa buaya sungai ?',0
"USER SMA gw dlu Katolik, tp berasa SMA negeri. Jumlah Katolik, Kristen, Budha, Hindu, dan Islam hampir merata. haha'",0
"USER USER USER USER Ganti nama aja, biar cocok dng yg sering keluar dr mulut sampaen tuh onta, kencing juga blh'",1
"baiklah, anak putri langit yang bisu karena langit biru milik robot penyair'",0
USER Kan emg idiot gimanasi',1
"setelah beberapa kali nolak, suatu hari dia buka2 lemari nyari benang rajut. setelah itu dia ngerajut tanpa henti sampe sekarang. entah udah berapa tas, pouch, clutch, taplak yang jadi. bahkan temen2 guru &amp; murid2 ikutan diajarin.'",0
Maju Gubernurnya Sengsara Relawannya,1
RT USER: Memek gatel pengen di kentot pake kontol keker',0
RT USER: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc USER,1
"Dari Rakyat biasa pada umumnya dan masih tetap bersahaja meski sdh jadi Presiden, kecuali semangat nya yg luar biasa untk Indonesia",0
USER Cebong mana ngerti wkwkw',1
"\xf0\x9f\x91\xa6: ""Jangan jahatin anak orang"" \xf0\x9f\x91\xa8: ""Baru juga sekali udah diginiin. Haha"" Emang mau berapa kali lo jahatin anak orang, suparji........ mau sekali seribu kali juga lo jahat otong...sinting ya?'",1
pantaskah pemerintah kita mjln hubungan mesra dgn negara cina Komunis itu?,1
ganyang pki bersama tni ad URL,1
HOAX....saling ancam KPK &amp; DPR..tangkap menangkap kalian ORANG DPR gak malu malunya ya ! saling ancam BUBARKAN DPR itu lebih baik?,1
"Prabowo : elite politik kita goblog, bermental maling. Fadli : Pemimpin planga-plongo Anak buah dan junjungannya sama saja. Klu ngomong selalu abu2. Tak mau tunjuk siapa elite itu. Semua orang juga bisa ngomong dengan tdk ada arah dan tujuan.'",1
USER USER Cebong kapir munafik alay goblok hahahaha',1
"Tahukah anda, Pasangan heteroseksual/straight ada kebarangkalian lebih tinggi untuk dilanda kehamilan tidak terancang berbanding pasangan homoseksual/lesbian. Dan lebih tinggi lagi kadar membuang bayi bagi pasangan heteroseksual berbanding pasangan",0
"USER makanya saracen mca pasnasbung cuci otak rinso isis group onta kehabisan akal otak dungu , apa rakyat masih bisa ditipu'",1
"Aku bertanya tujuan pada hati Logikaku yg menjawab Tapi hati tak tenang Aku bertanya pada logika Hatiku sedih Ku cari jawaban dalam wasiat yg Beliau tinggalkan. Dan aku mulai menjadi terasing dan asing di mata manusia. Tak apa duhai diri, ada",0
"USER USER Bawel, baper, bolot, baik, bodor , gaje wkwk apa ya udah itu aja deh'",0
USER MALEN JEMPOL GWA PEGEL NGE SWITCH ACC KAMPANG ON D YG SATU LAGI AJA NDE',0
"Allaahu yubaarik fiykum, yaa Syaykhunaa Alfaadli> Apa artinya Pak Lukman, Anda masih Menteri Republik Indonesia kan?",0
"USER USER USER USER Betul doktrin itu ada dalam gereja katolik, dogma Maria diangkat ke surga secara utuh (badan dan jiwanya, Katekismus 966). Mnurut mas lukas doktrin tersebut memang bagaimna?'",0
"USER Halah tai. Kacang lupa kulitnya ngatain JYP :""'",0
USER USER Yaa kalo daleman nya org bejat semua susah buat bangkit',0
"6. USER maksa banget pingin jadi Presiden padahal MAS paling Cuma bisa jadi maling uang rakyat.&amp; gaya pilitiknya selalu pakai ayat, mayat dan agama. Demi ambisi!! Orang seperti ini otaknya normal apa gk ya? #MardaniKelimpungan",1
USER USER USER Saya tetap ingin #2019GantiPresiden ; #BalikinKeSolo,1
"Retweeted SidogiriMedia (USER): Bagaimana tidak, Arab adalah latar belakang Islam sejak kelahiran hingga perkembangannya. Beda jauh dengan agama Nasrani dan Yahudi. Meskipun kedua agama itu lahir di Timur Tengah, namun perkembangannya terja",0
USER USER USER cebong kan otak nya cuma sak upil',1
Jayalah korupsi keinginan USER utk bubarkan USER semacam akan terwujud URL,1
Keluarlah wahai setan miskin',0
USER Ingin ku berkata bangsad:)',0
banyak banget lelaki brengsek di dunia ini mudah2an kamu gak termasuk ya URL,0
USER jokowi yg mundur lebih pas!!!,1
"USER Jadi ateis karena terlihat edgy itu gimana sih nder?? tolong kasih gue pencerahan dong? Karena pada dasarnya atheis itu suatu kepercayaan, bukan suatu ""alat"" untuk terlihat edgy atau terlihat keren.'",0
"Besok kalau Prabowo jd nyapres dan teriak-teriak ""kita ini sama Indonesia"" jangan dipercaya ya. Dia aja pakai isu sara selama ini nih",1
USER USER Dulu yg sumbu pendek itu mendukung penista agama Islam dgn al'maidah 51 itu. Kok skrg mencak-mencak dgn kedunguannya.,1
Rakyat menolak KERAS!! Jika Indonesia dipimpin oleh komplotan MAFIA &amp; BAJINGAN ini! URL,1
"Kalo kita beda kartu GSM, itu gak masalah asalkan nantinya nama kita berdua ada di kartu Keluarga yang sama.'",0
"PKI & ORMAS anti PANCASILA sdh dilarang Di NKRI, Tolong jawab USER bukannya anda & Pk USER ikut TURUNKAN Pk Harto 1998..jawablah",1
"Negara terjerat utang, tapi kebijakan malah boros. ; ; #2019GantiPresiden #2019PresidenBaru; ; .; ; Pemerintah Anggarkan Rp 300 M untuk Gaji Dosen Asing",1
INSYAA ALLAH PENGUASA JAHAT YG JADI JONGOS & BUDAK CINA KAFIR KOMUNIS YG BERNAFSU UNTUK JAJAH & RAMPOK INDONESIA DIHANCURKAN ALLAH SWT SEGERA!!!,1
"#Pemimpinkafir kepada ulama saja berani menghardik, apalagi kepada Anda rakyat biasa. #tolakpemimpinkafir #stopkriminalisasiulama",1
"Presiden USER meminta agar Sistem Perizinan Berusaha Terintegrasi Secara Online atau Online Single Submission bisa segera diterapkan baik di Kementerian, di tingkat Provinsi, di tingkat Kabupaten, di tingkat Kota. (Mus) #ElshintaItuAkurat USER",0
"Aku tak pandai dalam ilmu agama, akupun tak cerdas dalam ilmu dunia. Aku hanya perempuan biasa yang tengah mempelajari keduanya ð??¼",0
"Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2 Bela PENISTA Agama yg SOMBONGNYA Minta AMPUN.",1
Ada yg bilang Jokowi diktator eh ternyata orangnya kirim surat ke KPK minta tunda pemeriksaan kurang bercermin itu orang.,1
Barel ada dugaan bom???????????!!!!!!!!!!!',0
"USER USER Iya beda budaya sih kayanya, tapi di jepang juga masih ada yang risih sih sama mv bikini2 gitu... tapi mereka bikinian jatohnya gak sexy, malah lucu gitu...",0
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1
USER Pake muka lo ya lesbi dong anjir jadinya',0
Kalau bisa jadi bos presiden utk apa jadi presiden?,0
Akan terbit 26 Mei 2016: Berkata Baik atau Diam ï¿½ï¿½ï¿½ Ninik Handrini | Info:,0
Jadi ingat...sama yang gak nemui rakyatnya....; #2019GantiPresiden;,1
deklarasi pilkada 2018 aman dan anti hoax warga pejarakan jabon,0
Buah simalakama itu bernama Asma Dewi penyebar sara waktu kampanye anies sandi,1
RT USER: USER Sejak pak Ahok tdk jd gubernur lagi preman di tn abang tambah banyak lagi !!!,1
RT USER: nampak macam tak sayang tapi jauh dalam sudut hati aku sayang gila kot weh jangan la fikir bukanbukan ;)',0
Dari habis sahur sampe jam 10. Sibayik udah nete 4x. Skg rasanya lemas tak terkira \xf0\x9f\xa4\xa2',0
"Diakhir cerita Edvan : Edvan sadar bahwa ia masih memiliki Edvina, keluarga satu-satunya, dan ia tak peduli dengan perubahan dan keputusan Edvina menjadi transgender #Bangkok'",0
RT USER: Kakak : Kau bila nak kahwin? Aku : Malas. Mak : Kau takde pakwe ke? Aku : Malas. Mak : Kau cari la pakwe. Kawan lelaki kau k\xe2\x80\xa6',0
Faham betui betui maksud menegakkan agama Allah dengan berjihad sepenuhnya,0
USER saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.,1
"RT USER Apalagi kekayaan SBY, hasil korupsi semua",1
USER USER USER USER USER USER USER Balas pakai pantun. \xf0\x9f\x8e\xb6 PERGI KE JAWA HANYA MEMAKAI BAJU LECEK... \xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb6 MEMBAWA NYONYA DARI CILILITAN MENUJU SERPONG... \xf0,0
"USER Gentong kosong kan nyaring bunyinya mbak.....terbuai dgn kata rayuannya, syair2nya yg keluar dari nyanyiannya juga kadang membuai pendengarnya ( yg bloon pasti terbuai )'",0
USER Mau protes aja sama presiden kalo kyk gini jadinya',0
Aku juga suka melakukan hal idiot bareng oppa\xf0\x9f\x92\x83\xf0\x9f\x98\x82 URL,0
USER ok baiklah esok koi lancarkan bom atom dkt katil dia pkul 2 ptg so make sure aok keluar bilik ye esok. k bye',0
USER USER USER USER BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE USER URL,1
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1
RT USER: Gede amat punya on Diego USER USER USER USER USER USER USER https\xe2\x80\xa6',0
RT USER Sentul kan kawasannya prabowo... abis jatahan ya... asyik..,1
"USER Dia bodoh gila, pi baca tweet2 dia semua masalah sial'",1
"Next fatwa (""haram mendukung dan memilih si ""A"").. ntah yg buat kubu B karena jual keyakinan, atau yg buat kubu A biar kubu B keliatan dongo'",0
"Apa bedanya kamu sama orang yg suka menjelek jelekan karna tidak sesuai dengan yang kamu mau, tpi kamu nya sendiri suka jelek jelekin orang ? Mein idiot'",1
USER Ah anjir favorit gue bgt',0
dekalarasi pilkada 2018 aman dan anti hoax komunitas ojek jabon,0
"USER Memang selama jokowi jadi presiden banyak kejadian aneh2, mungkin revolusi mental tidak berjalan dan bla bla, pokoknya salah jokowi deh semuanya..-",1
"Kata orang nyasar itu rugi banget, tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu'",0
"USER USER USER USER USER Goblok main2 lah kmall jngan dikolam terus..lo kata pakan ayam ga beli bong,itu semua import dan beli nya pakai kurs dollar..susah klo ngajak cebong debad soal dollar.'",1
"Hallo USER sedikit masukan saja"" di Inggris barisan petugas keamanan seperti ini sangat efektif mencegah dr kemungkinan terjadi gesekan antar suporter. Petugas keamanan selalu fokus pandangan ke arah suporter"" yg bikin rusuh langsung CIDUK aja pak.",0
"Dan engaku malah party sana sini, tak berhenti seperti cinta ku kepadamu tak pernah berarti. Bajingan'",1
USER iya anjir dah bolot budeg lagi',1
"Berbeda sedikit dibanding selama era Jokowi, pada era 1971-88 China dan AS tak terlibat secara langsung. Penyingkiran Islam pada era itu dominan dilakukan oleh Rezim Orba/CSIS/elit Tionghoa/ katolik radikal tanpa partisipasi komunitas Tionghoa dan sempa",0
Brengsek ni orang tua #TAUBATEPS31',1
Dituduh Syiah Komunis Yahudi dan antek Cina. Tolong konsisten ya netizen. Saya sebenarnya misionaris.,1
USER katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional. Tapi faktanya belum terasa...; ; #Cirebonseni #taritopeng #,0
RT USER: Brondong SMP kontol cakep panjang! Croott URL,0
"USER Nyo,lu sipit ga? Klo iya bikin grooup ber3'",0
"RT USER: Suciwati Munir: ""Saya Enggak Percaya Sama Jokowi Bisanya Ngomong Doang."" URL URL",1
USER USER Ohh rujukannya orang merah juga.. yang dulu temamenan bareng sama PKI.. gak kapok\xc2\xb2 begonya lu Bong..',1
"USER Berbanggalah wahai bajingan, tuhan memberkati \xf0\x9f\x98\x89'",1
USER Bangsat banci manatuh\xf0\x9f\x98\x82',1
Idih nanya kok terakhir emange mo modar',0
USER USER USER Liat onta dinamani langsung nyerbu tempat wisatanya sekaliaan pengen wisata gratisss hhhh',0
BIADAB REZIM JOKOWI!!! URL,1
USER Bukan lah anjir:( nick pas jd bona kimjiy tp w mau make unhi nick dr lama tp kalo unhi pasti dikira universitas hindu indonesia :(',0
komunis kau BaNGSaT...! USER keluar kalian segera.. kapan pun di mana pun URL,1
RT USER USER lowongan CPNS gk ada buat SMA sederajat diskriminasi oleh pemerintahan jokowi,1
USER Guard warga asing ke bii?',0
